price_billion,area_m2,bedrooms_num,district,direction,balcony_direction,furniture_std,legal_std
8.7,115.0,3.0,Hoàng Mai,Không rõ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
14.5,141.0,3.0,Cầu Giấy,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
12.0,106.0,3.0,Hoàng Mai,Tây,Đông,Không rõ,Sổ đỏ/Sổ hồng
10.0,94.0,2.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,HĐMB
13.8,143.0,3.0,Thanh Xuân,Không rõ,Không rõ,Không rõ,Không rõ
10.6,130.0,3.0,Khác,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
7.4,78.0,2.0,Thanh Xuân,Không rõ,Không rõ,Cơ bản,HĐMB
4.8,83.0,3.0,Long Biên,Không rõ,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
14.4,130.0,3.0,Cầu Giấy,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
13.8,182.0,4.0,Cầu Giấy,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
4.8,64.2,2.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,Không rõ
7.8,53.0,1.0,Khác,Không rõ,Không rõ,Không rõ,Sổ đỏ/Sổ hồng
6.0,85.0,3.0,Hà Đông,Không rõ,Không rõ,Đầy đủ,Không rõ
6.65,92.0,2.0,Nam Từ Liêm,Không rõ,Không rõ,Không rõ,Không rõ
5.69,62.0,2.0,Thanh Xuân,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
3.92,55.0,2.0,Gia Lâm,Đông - Bắc,Tây - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
6.5,80.0,2.0,Hoàng Mai,Tây - Bắc,Đông - Nam,Đầy đủ,Sổ đỏ/Sổ hồng
5.2,54.0,2.0,Hà Đông,Không rõ,Không rõ,Không rõ,HĐMB
21.1,240.05,2.0,Hoàng Mai,Không rõ,Không rõ,Không rõ,Không rõ
15.2,105.0,3.0,Khác,Đông - Bắc,Tây - Nam,Cơ bản,Sổ đỏ/Sổ hồng
7.5,100.0,3.0,Nam Từ Liêm,Đông - Bắc,Tây - Nam,Cơ bản,Sổ đỏ/Sổ hồng
4.89,82.0,2.0,Hà Đông,Không rõ,Không rõ,Đầy đủ,Sổ đỏ/Sổ hồng
15.2,93.0,2.0,Tây Hồ,Không rõ,Không rõ,Không rõ,HĐMB
